Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	P42167	LAP2	6	6	6.00	1	8	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q9C0C2	TNKS1BP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q92973	TNPO1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q8NDV7	TNRC6A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O94826	TOMM70	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P11387	TOP1	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	P04637	TP53	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P60174	TPI1	7	7	7.00	1	10	0.00	0.00	0.00	0.00	0.00	0.70	0.58	
DrosophilaCicGFP	P06753	TPM3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O14773	TPP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P29144	TPP2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P12270	TPR	16	16	16.00	1	5	0.96	0.96	0.96	0.96	0.96	3.20	0.00	
DrosophilaCicGFP	P62995	TRA2B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q12931	TRAP1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9Y296	TRAPPC4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13263	TRIM28	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	Q6PJ69	TRIM65	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q14669	TRIP12	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q7Z2T5	TRMT1L	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9H2G4	TSPYL2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q2NL82	TSR1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P53804	TTC3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P33981	TTK	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P68363	TUBA1B	6	6	6.00	1	6	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9BQE3	TUBA1C	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P0DPH7	TUBA3C	18	18	18.00	1	20	0.00	0.00	0.00	0.00	0.00	0.90	0.58	
DrosophilaCicGFP	A6NHL2	TUBAL3	5	5	5.00	1	8	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
DrosophilaCicGFP	P07437	TUBB	17	17	17.00	1	18	0.00	0.00	0.00	0.00	0.00	0.94	0.58	
DrosophilaCicGFP	Q13885	TUBB2A	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P04350	TUBB4A	13	13	13.00	1	15	0.00	0.00	0.00	0.00	0.00	0.87	0.58	
DrosophilaCicGFP	A6NNZ2	TUBB8B	9	9	9.00	1	7	0.00	0.00	0.00	0.00	0.00	1.29	0.52	
DrosophilaCicGFP	P23258	TUBG1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9BSJ2	TUBGCP2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P49411	TUFM	3	3	3.00	1	9	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q5TAX3	TUT4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P10599	TXN	5	5	5.00	1	7	0.00	0.00	0.00	0.00	0.00	0.71	0.58	
DrosophilaCicGFP	P19971	TYMP	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P26368	U2AF2	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P22314	UBA1	7	7	7.00	1	7	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14157	UBAP2L	6	6	6.00	1	0	1.00	1.00	1.00	1.00	1.00	60.00	0.00	
DrosophilaCicGFP	P0CG47	UBB	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P68036	UBE2L3	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q9C0C9	UBE2O	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9NYU2	UGGT1	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	Q9H3U1	UNC45A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q92900	UPF1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9BZI7	UPF3B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P31930	UQCRC1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q14694	USP10	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9UPU5	USP24	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P45974	USP5	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q93009	USP7	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9BVJ6	UTP14A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P26640	VARS1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q99536	VAT1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P55072	VCP	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	P21796	VDAC1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P45880	VDAC2	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	Q9Y277	VDAC3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P08670	VIM	8	8	8.00	1	2	0.94	0.94	0.94	0.94	0.94	4.00	0.02	
DrosophilaCicGFP	O75436	VPS26A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P23381	WARS1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9Y6W5	WASF2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9BV38	WDR18	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8NI36	WDR36	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q5T750	XP32	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O14980	XPO1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9HAV4	XPO5	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O43592	XPOT	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	P13010	XRCC5	13	13	13.00	1	12	0.00	0.00	0.00	0.00	0.00	1.08	0.56	
DrosophilaCicGFP	P12956	XRCC6	20	20	20.00	1	14	0.00	0.00	0.00	0.00	0.00	1.43	0.56	
DrosophilaCicGFP	Q9H0D6	XRN2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P54577	YARS1	1	1	1.00	1	8	0.00	0.00	0.00	0.00	0.00	0.12	0.58	
DrosophilaCicGFP	P67809	YBX1	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
DrosophilaCicGFP	P16989	YBX3	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q5VVQ6	YOD1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q9Y5A9	YTHDF2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P62258	YWHAE	4	4	4.00	1	7	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
DrosophilaCicGFP	P61981	YWHAG	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q04917	YWHAH	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P27348	YWHAQ	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P63104	YWHAZ	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8WU90	ZC3H15	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q7Z2W4	ZC3HAV1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q96H79	ZC3HAV1L	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	Q9NUD5	ZCCHC3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q96KR1	ZFR	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q96DA0	ZG16B	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q5BKZ1	ZNF326	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P59923	ZNF445	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q14966	ZNF638	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	A8K2U0	A2ML1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q13685	AAMP	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P61221	ABCE1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q8NE71	ABCF1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q8IZP0	ABI1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P09110	ACAA1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q13085	ACACA	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
HumanCicGFP	O00763	ACACB	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P11310	ACADM	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P24752	ACAT1	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
HumanCicGFP	P53396	ACLY	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q99798	ACO2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P24666	ACP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P62736	ACTA2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P60709	ACTB	12	12	12.00	1	28	0.00	0.00	0.00	0.00	0.00	0.43	0.58	
HumanCicGFP	P61163	ACTR1A	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P61158	ACTR3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q16186	ADRM1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	P30566	ADSL	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9Y4W6	AFG3L2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	A0A3B3ISY9	AGK	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P35573	AGL	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	O00116	AGPS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q9UPW5	AGTPBP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P23526	AHCY	3	3	3.00	1	12	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
HumanCicGFP	Q09666	AHNAK	3	3	3.00	1	8	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
HumanCicGFP	O95831	AIFM1	6	6	6.00	1	6	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q12904	AIMP1	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
HumanCicGFP	Q13155	AIMP2	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	O00170	AIP	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9ULX6	AKAP8L	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P05091	ALDH2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P51648	ALDH3A2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P49419	ALDH7A1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
HumanCicGFP	P49189	ALDH9A1	1	1	1.00	1	7	0.00	0.00	0.00	0.00	0.00	0.14	0.58	
HumanCicGFP	P04075	ALDOA	6	6	6.00	1	9	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P09972	ALDOC	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q6P6C2	ALKBH5	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9Y4X0	AMMECR1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q01484	ANK2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O75179	ANKRD17	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P04083	ANXA1	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P50995	ANXA11	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P07355	ANXA2	6	6	6.00	1	9	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	A6NMY6	ANXA2P2	15	15	15.00	1	19	0.00	0.00	0.00	0.00	0.00	0.79	0.58	
HumanCicGFP	P08758	ANXA5	2	2	2.00	1	8	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
HumanCicGFP	P20073	ANXA7	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P27695	APEX1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q96GX9	APIP	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9HDC9	APMAP	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P05090	APOD	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P07741	APRT	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P48444	ARCN1	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P61204	ARF3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P18085	ARF4	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P52565	ARHGDIA	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	O15145	ARPC3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P59998	ARPC4	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P08243	ASNS	1	1	1.00	1	6	0.00	0.00	0.00	0.00	0.00	0.17	0.58	
HumanCicGFP	Q53RT3	ASPRV1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q5T9A4	ATAD3B	7	7	7.00	1	4	0.01	0.01	0.01	0.01	0.01	1.75	0.42	
HumanCicGFP	P05023	ATP1A1	12	12	12.00	1	0	1.00	1.00	1.00	1.00	1.00	120.00	0.00	
HumanCicGFP	O14983	ATP2A1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P16615	ATP2A2	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
HumanCicGFP	P20020	ATP2B1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P25705	ATP5F1A	17	17	17.00	1	9	0.00	0.00	0.00	0.00	0.00	1.89	0.49	
HumanCicGFP	P06576	ATP5F1B	20	20	20.00	1	22	0.00	0.00	0.00	0.00	0.00	0.91	0.58	
HumanCicGFP	P36542	ATP5F1C	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
HumanCicGFP	P56134	ATP5MF	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P48047	ATP5PO	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	P54253	ATXN1	15	15	15.00	1	0	1.00	1.00	1.00	1.00	1.00	150.00	0.00	
HumanCicGFP	Q9UBB4	ATXN10	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P0C7T5	ATXN1L	28	28	28.00	1	0	1.00	1.00	1.00	1.00	1.00	280.00	0.00	
HumanCicGFP	P25311	AZGP1	3	3	3.00	1	8	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
HumanCicGFP	O95816	BAG2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P46379	BAG6	11	11	11.00	1	0	1.00	1.00	1.00	1.00	1.00	110.00	0.00	
HumanCicGFP	O75531	BANF1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O75934	BCAS2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q13867	BLMH	6	6	6.00	1	17	0.00	0.00	0.00	0.00	0.00	0.35	0.58	
HumanCicGFP	P53004	BLVRA	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9H3K6	BOLA	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q14137	BOP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O95861	BPNT1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P25440	BRD2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P35613	BSG	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P20290	BTF3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O43684	BUB3	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
HumanCicGFP	Q7L1Q6	BZW1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q9Y6E2	BZW2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9H0W9	C11orf54	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q07021	C1QBP	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9BRJ6	C7orf50	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q9H7E9	C8orf33	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P00918	CA2	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9HB71	CACYBP	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
HumanCicGFP	P27708	CAD	11	11	11.00	1	8	0.00	0.00	0.00	0.00	0.00	1.38	0.53	
HumanCicGFP	Q05682	CALD1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P27797	CALR	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q86VP6	CAND1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	P27824	CANX	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
HumanCicGFP	Q01518	CAP1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q14444	CAPRIN1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P52907	CAPZA1	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
HumanCicGFP	P47755	CAPZA2	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P47756	CAPZB	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q86X55	CARM1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P49589	CARS1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
HumanCicGFP	P42575	CASP2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P04040	CAT	9	9	9.00	1	23	0.00	0.00	0.00	0.00	0.00	0.39	0.58	
HumanCicGFP	P16152	CBR1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P35520	CBS	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
HumanCicGFP	Q96A33	CCDC47	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q2M329	CCDC96	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P78371	CCT2	10	10	10.00	1	9	0.00	0.00	0.00	0.00	0.00	1.11	0.54	
HumanCicGFP	P49368	CCT3	5	5	5.00	1	8	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
HumanCicGFP	P50991	CCT4	8	8	8.00	1	9	0.00	0.00	0.00	0.00	0.00	0.89	0.58	
HumanCicGFP	P48643	CCT5	3	3	3.00	1	8	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
HumanCicGFP	P40227	CCT6A	4	4	4.00	1	9	0.00	0.00	0.00	0.00	0.00	0.44	0.58	
HumanCicGFP	Q99832	CCT7	6	6	6.00	1	13	0.00	0.00	0.00	0.00	0.00	0.46	0.58	
HumanCicGFP	P50990	CCT8	10	10	10.00	1	16	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
HumanCicGFP	O95400	CD2BP2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q16543	CDC37	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P60953	CDC42	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q99459	CDC5L	8	8	8.00	1	1	1.00	1.00	1.00	1.00	1.00	8.00	0.00	
HumanCicGFP	P06493	CDK1	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
HumanCicGFP	P24941	CDK2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q15517	CDSN	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q8N8E3	CEP112	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9Y6A4	CFAP20	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P23528	CFL1	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
HumanCicGFP	Q9NX63	CHCHD3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q12873	CHD3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
